,activity,end_time,exam_1_exercise_score,exam_2_exercise_score,exercise,idle_time,intermediate_grade,keystroke,mouse_click_left,mouse_click_right,mouse_movement,mouse_wheel,mouse_wheel_click,session_id,start_time,student_id
386,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=30, tm_sec=34, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,35691,2.0,0,4,0,202,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=30, tm_sec=23, tm_wday=3, tm_yday=345, tm_isdst=-1)",69
387,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=45, tm_sec=19, tm_wday=3, tm_yday=275, tm_isdst=-1)",,2.0,Es_1_1,10309,n/a,0,0,0,0,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=45, tm_sec=14, tm_wday=3, tm_yday=275, tm_isdst=-1)",70
388,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=36, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_6,0,5.5,0,0,0,0,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=36, tm_wday=3, tm_yday=289, tm_isdst=-1)",70
389,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=48, tm_sec=15, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_4,0,4.0,0,4,0,38,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=48, tm_sec=15, tm_wday=3, tm_yday=296, tm_isdst=-1)",70
390,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=31, tm_sec=31, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,0,5.0,0,2,0,101,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=31, tm_sec=31, tm_wday=3, tm_yday=317, tm_isdst=-1)",70
391,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=17, tm_sec=8, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,4104,4.0,0,0,0,23,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=17, tm_sec=5, tm_wday=3, tm_yday=324, tm_isdst=-1)",70
392,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=15, tm_sec=18, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_4,0,3.25,0,0,0,0,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=15, tm_sec=17, tm_wday=3, tm_yday=345, tm_isdst=-1)",70
393,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=27, tm_sec=31, tm_wday=3, tm_yday=275, tm_isdst=-1)",,n/a,Es_1_3,14968,n/a,0,4,0,583,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=27, tm_sec=23, tm_wday=3, tm_yday=275, tm_isdst=-1)",71
394,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=19, tm_sec=7, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_3,0,5.0,0,1,0,143,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=19, tm_sec=6, tm_wday=3, tm_yday=289, tm_isdst=-1)",71
395,,,,,,,0.0,,,,,,,3,,71
396,Study_Es_4_5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=6, tm_sec=39, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,0,5.0,0,2,0,94,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=6, tm_sec=39, tm_wday=3, tm_yday=317, tm_isdst=-1)",71
397,TextEditor_Es_5_3,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=20, tm_sec=19, tm_wday=3, tm_yday=324, tm_isdst=-1)",,1.5,Es_5_3,1332,3.5,0,4,0,608,20,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=20, tm_sec=10, tm_wday=3, tm_yday=324, tm_isdst=-1)",71
398,,,,,,,0.0,,,,,,,6,,71
399,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=17, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_6,597,4.5,0,4,0,229,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=13, tm_wday=3, tm_yday=289, tm_isdst=-1)",72
400,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=50, tm_sec=39, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_3,0,3.0,0,0,0,0,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=50, tm_sec=39, tm_wday=3, tm_yday=296, tm_isdst=-1)",72
401,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=25, tm_sec=36, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,2062,4.0,2,0,0,33,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=25, tm_sec=34, tm_wday=3, tm_yday=317, tm_isdst=-1)",72
402,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=49, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,0,3.5,0,2,0,39,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=49, tm_wday=3, tm_yday=324, tm_isdst=-1)",72
403,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=30, tm_sec=22, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,0,2.75,0,2,0,70,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=30, tm_sec=22, tm_wday=3, tm_yday=345, tm_isdst=-1)",72
404,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=55, tm_sec=50, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_4,0,n/a,0,2,0,115,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=55, tm_sec=48, tm_wday=3, tm_yday=275, tm_isdst=-1)",73
405,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=44, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_6,99282,4.5,56,2,2,327,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=21, tm_wday=3, tm_yday=289, tm_isdst=-1)",73
406,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=48, tm_sec=41, tm_wday=3, tm_yday=296, tm_isdst=-1)",0.0,2.0,Es_3_3,0,3.0,0,3,0,253,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=48, tm_sec=39, tm_wday=3, tm_yday=296, tm_isdst=-1)",73
407,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=22, tm_sec=45, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,30016,4.0,0,4,0,368,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=22, tm_sec=32, tm_wday=3, tm_yday=317, tm_isdst=-1)",73
408,,,,,,,0.0,,,,,,,5,,73
409,Blank,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=25, tm_sec=14, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,n/a,Es_6_3,15,2.0,0,2,0,119,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=25, tm_sec=13, tm_wday=3, tm_yday=345, tm_isdst=-1)",73
410,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=46, tm_sec=9, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,,Es_1_3,0,n/a,0,2,0,83,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=46, tm_sec=9, tm_wday=3, tm_yday=275, tm_isdst=-1)",74
411,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=7, tm_sec=36, tm_wday=3, tm_yday=289, tm_isdst=-1)",1.5,,Es_2_1,0,3.0,0,2,0,177,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=7, tm_sec=35, tm_wday=3, tm_yday=289, tm_isdst=-1)",74
412,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=3, tm_sec=5, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_2,63,1.5,0,4,0,282,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=3, tm_sec=2, tm_wday=3, tm_yday=296, tm_isdst=-1)",74
413,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=59, tm_sec=15, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,16,5.0,0,8,0,496,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=59, tm_sec=10, tm_wday=3, tm_yday=317, tm_isdst=-1)",74
414,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=38, tm_sec=16, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,0,4.0,0,6,0,249,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=38, tm_sec=14, tm_wday=3, tm_yday=324, tm_isdst=-1)",74
415,TextEditor_Es_6_2,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=52, tm_wday=3, tm_yday=345, tm_isdst=-1)",0.0,,Es_6_2,968,1.75,0,4,0,515,50,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=45, tm_wday=3, tm_yday=345, tm_isdst=-1)",74
416,,,,,,,0.0,,,,,,,2,,75
417,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=49, tm_sec=25, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_4,0,4.0,0,1,0,66,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=49, tm_sec=25, tm_wday=3, tm_yday=296, tm_isdst=-1)",75
418,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=5, tm_sec=10, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_3,16,5.0,0,2,0,80,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=5, tm_sec=9, tm_wday=3, tm_yday=317, tm_isdst=-1)",75
419,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=15, tm_sec=18, tm_wday=3, tm_yday=324, tm_isdst=-1)",,1.5,Es_5_3,1235160,4.0,0,4,0,395,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=14, tm_sec=25, tm_wday=3, tm_yday=324, tm_isdst=-1)",75
420,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=50, tm_sec=38, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,390,2.0,0,4,0,131,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=50, tm_sec=34, tm_wday=3, tm_yday=345, tm_isdst=-1)",75
421,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=59, tm_sec=7, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,,Es_1_3,7470,n/a,0,4,0,339,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=59, tm_sec=0, tm_wday=3, tm_yday=275, tm_isdst=-1)",76
422,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=56, tm_sec=6, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_3,3393,4.0,0,8,0,39,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=56, tm_sec=3, tm_wday=3, tm_yday=289, tm_isdst=-1)",76
423,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=43, tm_sec=57, tm_wday=3, tm_yday=296, tm_isdst=-1)",1.0,,Es_3_1,0,4.0,0,8,0,285,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=43, tm_sec=55, tm_wday=3, tm_yday=296, tm_isdst=-1)",76
424,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=41, tm_sec=44, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,0,4.0,0,2,0,46,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=41, tm_sec=44, tm_wday=3, tm_yday=317, tm_isdst=-1)",76
425,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=37, tm_sec=17, tm_wday=3, tm_yday=324, tm_isdst=-1)",3.0,,Es_5_3,0,4.0,0,2,0,21,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=37, tm_sec=17, tm_wday=3, tm_yday=324, tm_isdst=-1)",76
426,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=22, tm_sec=32, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,47,2.0,0,0,0,0,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=22, tm_sec=29, tm_wday=3, tm_yday=345, tm_isdst=-1)",76
427,,,,,,,0.0,,,,,,,2,,77
428,,,,,,,0.0,,,,,,,3,,77
429,Properties,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=35, tm_sec=19, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,0,4.0,0,2,0,75,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=35, tm_sec=18, tm_wday=3, tm_yday=317, tm_isdst=-1)",77
430,,,,,,,0.0,,,,,,,5,,77
431,,,,,,,0.0,,,,,,,6,,77
432,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=55, tm_sec=6, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,,Es_1_4,0,n/a,0,1,0,67,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=55, tm_sec=6, tm_wday=3, tm_yday=275, tm_isdst=-1)",78
433,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=2, tm_sec=57, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_5,0,2.5,0,0,0,182,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=2, tm_sec=56, tm_wday=3, tm_yday=289, tm_isdst=-1)",78
434,Deeds_Es_3_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=58, tm_sec=52, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_4,3353,3.0,0,2,0,348,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=58, tm_sec=46, tm_wday=3, tm_yday=296, tm_isdst=-1)",78
435,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=28, tm_sec=53, tm_wday=3, tm_yday=317, tm_isdst=-1)",15.0,,Es_4_1,0,5.0,0,2,0,249,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=28, tm_sec=50, tm_wday=3, tm_yday=317, tm_isdst=-1)",78
436,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=45, tm_sec=9, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,0,4.0,0,2,0,107,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=45, tm_sec=9, tm_wday=3, tm_yday=324, tm_isdst=-1)",78
437,Blank,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=3, tm_sec=27, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,2269,2.75,14,6,2,360,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=3, tm_sec=19, tm_wday=3, tm_yday=345, tm_isdst=-1)",78
438,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=3, tm_sec=58, tm_wday=3, tm_yday=275, tm_isdst=-1)",,2.0,Es_1_1,0,n/a,0,2,0,34,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=3, tm_sec=57, tm_wday=3, tm_yday=275, tm_isdst=-1)",79
439,TextEditor_Es_2_5,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=5, tm_sec=29, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_5,0,5.0,0,4,0,60,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=5, tm_sec=27, tm_wday=3, tm_yday=289, tm_isdst=-1)",79
440,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=57, tm_sec=5, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_4,16,3.5,2,0,0,32,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=57, tm_sec=4, tm_wday=3, tm_yday=296, tm_isdst=-1)",79
441,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=12, tm_sec=14, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,2233,4.5,28,0,0,0,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=12, tm_sec=6, tm_wday=3, tm_yday=317, tm_isdst=-1)",79
442,Study_Es_5_4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=3, tm_sec=37, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,62,4.0,0,4,0,60,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=3, tm_sec=36, tm_wday=3, tm_yday=324, tm_isdst=-1)",79
443,FSM_Es_6_3,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=5, tm_sec=20, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,853,2.75,0,8,0,163,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=5, tm_sec=15, tm_wday=3, tm_yday=345, tm_isdst=-1)",79
444,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=9, tm_sec=49, tm_wday=3, tm_yday=275, tm_isdst=-1)",,n/a,Es_1_3,0,n/a,0,3,0,46,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=9, tm_sec=49, tm_wday=3, tm_yday=275, tm_isdst=-1)",80
445,Diagram,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=3, tm_sec=8, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_4,0,3.5,0,1,0,32,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=3, tm_sec=8, tm_wday=3, tm_yday=289, tm_isdst=-1)",80
446,Study_Es_3_3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=13, tm_sec=50, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_3,20198896,1.0,0,1,0,279,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=10, tm_sec=24, tm_wday=3, tm_yday=296, tm_isdst=-1)",80
447,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=4, tm_sec=55, tm_wday=3, tm_yday=317, tm_isdst=-1)",,7.0,Es_4_1,2763843,5.0,8,2,0,64,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=3, tm_sec=39, tm_wday=3, tm_yday=317, tm_isdst=-1)",80
448,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=5, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,78,4.0,0,2,0,81,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=4, tm_wday=3, tm_yday=324, tm_isdst=-1)",80
449,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=20, tm_sec=15, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,1405,2.5,0,6,2,228,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=20, tm_sec=9, tm_wday=3, tm_yday=345, tm_isdst=-1)",80
450,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=42, tm_sec=59, tm_wday=3, tm_yday=275, tm_isdst=-1)",2.0,,Es_1_1,629337,n/a,0,0,0,0,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=42, tm_sec=21, tm_wday=3, tm_yday=275, tm_isdst=-1)",81
451,Study_Es_2_6,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=40, tm_sec=8, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_6,0,5.0,0,2,0,478,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=40, tm_sec=8, tm_wday=3, tm_yday=289, tm_isdst=-1)",81
452,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=39, tm_sec=35, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_4,0,4.0,0,2,0,559,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=39, tm_sec=35, tm_wday=3, tm_yday=296, tm_isdst=-1)",81
453,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=12, tm_sec=17, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,93,5.0,0,12,0,3352,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=12, tm_sec=9, tm_wday=3, tm_yday=317, tm_isdst=-1)",81
454,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=24, tm_sec=58, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,0,4.0,0,1,0,688,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=24, tm_sec=58, tm_wday=3, tm_yday=324, tm_isdst=-1)",81
455,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=42, tm_sec=56, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_5,0,2.75,0,0,0,29,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=42, tm_sec=56, tm_wday=3, tm_yday=345, tm_isdst=-1)",81
456,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=12, tm_sec=15, tm_wday=3, tm_yday=275, tm_isdst=-1)",,3.0,Es_1_2,0,n/a,0,0,2,79,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=12, tm_sec=15, tm_wday=3, tm_yday=275, tm_isdst=-1)",82
457,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=57, tm_sec=15, tm_wday=3, tm_yday=289, tm_isdst=-1)",,1.0,Es_2_1,157441,2.5,0,13,2,1529,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=56, tm_sec=43, tm_wday=3, tm_yday=289, tm_isdst=-1)",82
458,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=4, tm_sec=38, tm_wday=3, tm_yday=296, tm_isdst=-1)",,0.0,Es_3_3,124,2.5,0,6,2,423,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=4, tm_sec=32, tm_wday=3, tm_yday=296, tm_isdst=-1)",82
459,TextEditor_Es_4_1,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=34, tm_sec=18, tm_wday=3, tm_yday=317, tm_isdst=-1)",,2.0,Es_4_1,15,4.0,0,1,0,166,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=34, tm_sec=17, tm_wday=3, tm_yday=317, tm_isdst=-1)",82
